StockCode,Description,desc_stockcode
21749,3,Duplicated
21750,2,Duplicated
21752,2,Duplicated
21753,0,Unduplicated
21754,1,Unduplicated
21755,1,Unduplicated
21756,1,Unduplicated
21757,1,Unduplicated
21758,1,Unduplicated
21759,1,Unduplicated
21760,3,Duplicated
21761,2,Duplicated
21763,1,Unduplicated
21764,2,Duplicated
21765,1,Unduplicated
21766,1,Unduplicated
21767,1,Unduplicated
21768,1,Unduplicated
21769,2,Duplicated
21770,2,Duplicated
21772,1,Unduplicated
21773,1,Unduplicated
21774,1,Unduplicated
21775,1,Unduplicated
21776,0,Unduplicated
21777,1,Unduplicated
21778,0,Unduplicated
21779,1,Unduplicated
21780,1,Unduplicated
21781,2,Duplicated
21784,1,Unduplicated
21785,1,Unduplicated
21786,3,Duplicated
21787,2,Duplicated
21788,1,Unduplicated
21789,1,Unduplicated
21790,1,Unduplicated
21791,1,Unduplicated
21792,1,Unduplicated
21793,2,Duplicated
21794,2,Duplicated
21795,1,Unduplicated
21796,1,Unduplicated
21801,1,Unduplicated
21802,1,Unduplicated
21803,2,Duplicated
21804,3,Duplicated
21805,1,Unduplicated
21806,1,Unduplicated
21807,1,Unduplicated
21808,1,Unduplicated
21809,1,Unduplicated
21810,2,Duplicated
21811,3,Duplicated
21812,1,Unduplicated
21813,1,Unduplicated
21814,1,Unduplicated
21815,3,Duplicated
21816,1,Unduplicated
21817,2,Duplicated
21818,3,Duplicated
21819,2,Duplicated
21820,1,Unduplicated
21821,1,Unduplicated
21822,1,Unduplicated
21823,4,Duplicated
21824,2,Duplicated
21825,1,Unduplicated
21826,1,Unduplicated
21827,1,Unduplicated
21828,1,Unduplicated
21829,4,Duplicated
21830,6,Duplicated
21832,1,Unduplicated
21833,2,Duplicated
21835,0,Unduplicated
21836,1,Unduplicated
21837,1,Unduplicated
21838,1,Unduplicated
21839,1,Unduplicated
21841,1,Unduplicated
21842,1,Unduplicated
21843,5,Duplicated
21844,2,Duplicated
21845,1,Unduplicated
21846,1,Unduplicated
21847,1,Unduplicated
21849,1,Unduplicated
21850,1,Unduplicated
21851,1,Unduplicated
21852,1,Unduplicated
21853,1,Unduplicated
21854,1,Unduplicated
21855,0,Unduplicated
21857,1,Unduplicated
21858,2,Duplicated
21859,0,Unduplicated
21860,1,Unduplicated
21862,0,Unduplicated
21863,0,Unduplicated
21864,1,Unduplicated
21865,1,Unduplicated
21866,1,Unduplicated
21867,1,Unduplicated
21868,3,Duplicated
21869,1,Unduplicated
21870,1,Unduplicated
21871,1,Unduplicated
21872,1,Unduplicated
21873,1,Unduplicated
21874,1,Unduplicated
21875,1,Unduplicated
21876,1,Unduplicated
21877,2,Duplicated
21878,1,Unduplicated
21879,1,Unduplicated
21880,2,Duplicated
21881,1,Unduplicated
21882,1,Unduplicated
21883,1,Unduplicated
21884,1,Unduplicated
21888,3,Duplicated
21889,1,Unduplicated
21890,2,Duplicated
21891,1,Unduplicated
21892,1,Unduplicated
21893,1,Unduplicated
21894,1,Unduplicated
21895,1,Unduplicated
21896,1,Unduplicated
21897,1,Unduplicated
21898,1,Unduplicated
21899,2,Duplicated
21900,3,Duplicated
21901,1,Unduplicated
21902,1,Unduplicated
21903,1,Unduplicated
21904,1,Unduplicated
21905,1,Unduplicated
21906,1,Unduplicated
21907,1,Unduplicated
21908,1,Unduplicated
21909,0,Unduplicated
21910,1,Unduplicated
21911,1,Unduplicated
21912,1,Unduplicated
21913,1,Unduplicated
21914,1,Unduplicated
21915,3,Duplicated
21916,1,Unduplicated
21917,1,Unduplicated
21918,1,Unduplicated
21919,1,Unduplicated
21920,0,Unduplicated
21922,1,Unduplicated
21923,1,Unduplicated
21924,1,Unduplicated
21925,1,Unduplicated
21926,1,Unduplicated
21927,1,Unduplicated
21928,2,Duplicated
21929,2,Duplicated
21930,1,Unduplicated
21931,1,Unduplicated
21932,1,Unduplicated
21933,1,Unduplicated
21934,1,Unduplicated
21935,1,Unduplicated
21936,2,Duplicated
21937,3,Duplicated
21942,1,Unduplicated
21943,1,Unduplicated
21944,1,Unduplicated
21945,1,Unduplicated
21946,1,Unduplicated
21947,1,Unduplicated
21948,1,Unduplicated
21949,1,Unduplicated
21950,1,Unduplicated
21955,4,Duplicated
21967,2,Duplicated
21972,1,Unduplicated
21973,1,Unduplicated
21974,1,Unduplicated
21975,1,Unduplicated
21976,1,Unduplicated
21977,1,Unduplicated
21980,2,Duplicated
21981,1,Unduplicated
21982,1,Unduplicated
21983,1,Unduplicated
21984,1,Unduplicated
21985,1,Unduplicated
21986,2,Duplicated
21987,1,Unduplicated
21988,1,Unduplicated
21989,1,Unduplicated
21990,1,Unduplicated
21991,1,Unduplicated
21992,2,Duplicated
21993,1,Unduplicated
22003,1,Unduplicated
22016,1,Unduplicated
22021,1,Unduplicated
22022,0,Unduplicated
22023,1,Unduplicated
22024,1,Unduplicated
22025,2,Duplicated
22026,1,Unduplicated
22027,1,Unduplicated
22028,1,Unduplicated
22029,2,Duplicated
22030,2,Duplicated
22031,1,Unduplicated
22032,1,Unduplicated
22033,2,Duplicated
22034,1,Unduplicated
22035,2,Duplicated
22036,1,Unduplicated
22037,2,Duplicated
22038,1,Unduplicated
22039,1,Unduplicated
22040,1,Unduplicated
22041,1,Unduplicated
22042,1,Unduplicated
22043,3,Duplicated
22044,1,Unduplicated
22045,2,Duplicated
22046,1,Unduplicated
22047,1,Unduplicated
22048,1,Unduplicated
22049,2,Duplicated
22050,1,Unduplicated
22051,2,Duplicated
22052,1,Unduplicated
22053,1,Unduplicated
22054,1,Unduplicated
22055,1,Unduplicated
22056,1,Unduplicated
22057,2,Duplicated
22058,2,Duplicated
22059,2,Duplicated
22060,2,Duplicated
22061,1,Unduplicated
22062,1,Unduplicated
22063,1,Unduplicated
22064,1,Unduplicated
22065,1,Unduplicated
22066,1,Unduplicated
22067,1,Unduplicated
22068,2,Duplicated
22069,2,Duplicated
22070,2,Duplicated
22071,2,Duplicated
22072,2,Duplicated
22073,2,Duplicated
22074,1,Unduplicated
22075,1,Unduplicated
22076,1,Unduplicated
22077,2,Duplicated
22078,1,Unduplicated
22079,1,Unduplicated
22080,3,Duplicated
22081,1,Unduplicated
22082,1,Unduplicated
22083,2,Duplicated
22084,1,Unduplicated
22085,1,Unduplicated
22086,1,Unduplicated
22087,2,Duplicated
22088,1,Unduplicated
22089,1,Unduplicated
22090,2,Duplicated
22091,1,Unduplicated
22092,1,Unduplicated
22093,1,Unduplicated
22094,2,Duplicated
22095,1,Unduplicated
22096,1,Unduplicated
22097,1,Unduplicated
22098,1,Unduplicated
22099,1,Unduplicated
22100,1,Unduplicated
22101,1,Unduplicated
22102,1,Unduplicated
22103,1,Unduplicated
22104,1,Unduplicated
22105,1,Unduplicated
22106,1,Unduplicated
22107,1,Unduplicated
22108,1,Unduplicated
22109,1,Unduplicated
22110,1,Unduplicated
22111,1,Unduplicated
22112,1,Unduplicated
22113,1,Unduplicated
22114,1,Unduplicated
22115,1,Unduplicated
22116,1,Unduplicated
22117,2,Duplicated
22118,1,Unduplicated
22119,2,Duplicated
22120,1,Unduplicated
22121,4,Duplicated
22122,1,Unduplicated
22123,1,Unduplicated
22124,1,Unduplicated
22125,1,Unduplicated
22126,1,Unduplicated
22127,3,Duplicated
22128,2,Duplicated
22129,2,Duplicated
22130,3,Duplicated
22131,1,Unduplicated
22132,1,Unduplicated
22133,1,Unduplicated
22134,2,Duplicated
22135,2,Duplicated
22136,1,Unduplicated
22137,1,Unduplicated
22138,3,Duplicated
22139,4,Duplicated
22141,1,Unduplicated
22142,2,Duplicated
22143,1,Unduplicated
22144,1,Unduplicated
22145,1,Unduplicated
22146,1,Unduplicated
22147,2,Duplicated
22148,1,Unduplicated
22149,3,Duplicated
22150,2,Duplicated
22151,1,Unduplicated
22152,2,Duplicated
22153,1,Unduplicated
22154,1,Unduplicated
22155,1,Unduplicated
22156,1,Unduplicated
22157,1,Unduplicated
22158,1,Unduplicated
22161,1,Unduplicated
22162,1,Unduplicated
22163,1,Unduplicated
22164,1,Unduplicated
22165,2,Duplicated
22166,2,Duplicated
22167,3,Duplicated
22168,3,Duplicated
22169,1,Unduplicated
22170,1,Unduplicated
22171,3,Duplicated
22172,1,Unduplicated
22173,1,Unduplicated
22174,1,Unduplicated
22175,2,Duplicated
22176,4,Duplicated
22177,1,Unduplicated
22178,1,Unduplicated
22179,2,Duplicated
22180,2,Duplicated
22181,2,Duplicated
22182,1,Unduplicated
22183,1,Unduplicated
22184,1,Unduplicated
22185,1,Unduplicated
22186,1,Unduplicated
22187,1,Unduplicated
22188,1,Unduplicated
22189,1,Unduplicated
22190,1,Unduplicated
22191,3,Duplicated
22192,1,Unduplicated
22193,2,Duplicated
22194,1,Unduplicated
22195,2,Duplicated
22196,2,Duplicated
22197,3,Duplicated
22198,2,Duplicated
22199,2,Duplicated
22200,3,Duplicated
22201,3,Duplicated
22202,2,Duplicated
22203,1,Unduplicated
22204,2,Duplicated
22206,1,Unduplicated
22207,1,Unduplicated
22208,1,Unduplicated
22209,1,Unduplicated
22210,1,Unduplicated
22211,1,Unduplicated
22212,1,Unduplicated
22213,0,Unduplicated
22214,1,Unduplicated
22215,1,Unduplicated
22216,1,Unduplicated
22217,2,Duplicated
22218,1,Unduplicated
22219,2,Duplicated
22220,1,Unduplicated
22221,1,Unduplicated
22222,1,Unduplicated
22223,1,Unduplicated
22224,1,Unduplicated
22227,2,Duplicated
22228,1,Unduplicated
22229,1,Unduplicated
22230,1,Unduplicated
22231,1,Unduplicated
22232,2,Duplicated
22233,1,Unduplicated
22236,4,Duplicated
22241,2,Duplicated
22242,2,Duplicated
22243,2,Duplicated
22244,2,Duplicated
22245,1,Unduplicated
22246,2,Duplicated
22247,1,Unduplicated
22248,1,Unduplicated
22249,1,Unduplicated
22250,1,Unduplicated
22251,1,Unduplicated
22252,2,Duplicated
22253,1,Unduplicated
22254,1,Unduplicated
22255,1,Unduplicated
22256,1,Unduplicated
22257,1,Unduplicated
22258,1,Unduplicated
22259,1,Unduplicated
22260,1,Unduplicated
22261,1,Unduplicated
22262,1,Unduplicated
22263,1,Unduplicated
22264,1,Unduplicated
22265,1,Unduplicated
22266,1,Unduplicated
22267,1,Unduplicated
22268,3,Duplicated
22269,1,Unduplicated
22270,1,Unduplicated
22271,2,Duplicated
22272,2,Duplicated
22273,1,Unduplicated
22274,1,Unduplicated
22275,1,Unduplicated
22276,1,Unduplicated
22277,1,Unduplicated
22278,1,Unduplicated
22279,1,Unduplicated
22280,1,Unduplicated
22281,1,Unduplicated
22282,1,Unduplicated
22283,1,Unduplicated
22284,1,Unduplicated
22285,2,Duplicated
22286,3,Duplicated
22287,2,Duplicated
22288,2,Duplicated
22289,2,Duplicated
22290,1,Unduplicated
22291,2,Duplicated
22292,2,Duplicated
22293,2,Duplicated
22294,1,Unduplicated
22295,1,Unduplicated
22296,1,Unduplicated
22297,1,Unduplicated
22299,1,Unduplicated
22300,1,Unduplicated
22301,1,Unduplicated
22302,1,Unduplicated
22303,1,Unduplicated
22304,1,Unduplicated
22305,1,Unduplicated
22306,1,Unduplicated
22307,1,Unduplicated
22308,1,Unduplicated
22309,1,Unduplicated
22310,2,Duplicated
22311,1,Unduplicated
22312,1,Unduplicated
22313,1,Unduplicated
22314,1,Unduplicated
22315,1,Unduplicated
22316,1,Unduplicated
22317,1,Unduplicated
22318,1,Unduplicated
22319,1,Unduplicated
22320,1,Unduplicated
22321,2,Duplicated
22322,2,Duplicated
22323,2,Duplicated
22324,2,Duplicated
22325,1,Unduplicated
22326,2,Duplicated
22327,1,Unduplicated
22328,2,Duplicated
22329,2,Duplicated
22330,1,Unduplicated
22331,1,Unduplicated
22332,1,Unduplicated
22333,3,Duplicated
22334,1,Unduplicated
22335,1,Unduplicated
22336,2,Duplicated
22337,1,Unduplicated
22338,1,Unduplicated
22339,2,Duplicated
22340,1,Unduplicated
22341,1,Unduplicated
22342,1,Unduplicated
22343,3,Duplicated
22344,4,Duplicated
22345,4,Duplicated
22346,4,Duplicated
22347,2,Duplicated
22348,2,Duplicated
22349,2,Duplicated
22350,2,Duplicated
22351,2,Duplicated
22352,2,Duplicated
22353,2,Duplicated
22354,2,Duplicated
22355,3,Duplicated
22356,3,Duplicated
22357,1,Unduplicated
22358,1,Unduplicated
22359,3,Duplicated
22360,3,Duplicated
22361,2,Duplicated
22362,1,Unduplicated
22363,2,Duplicated
22364,1,Unduplicated
22365,2,Duplicated
22366,2,Duplicated
22367,2,Duplicated
22371,1,Unduplicated
22372,1,Unduplicated
22374,1,Unduplicated
22375,1,Unduplicated
22376,1,Unduplicated
22377,1,Unduplicated
22378,1,Unduplicated
22379,1,Unduplicated
22380,1,Unduplicated
22381,2,Duplicated
22382,2,Duplicated
22383,3,Duplicated
22384,4,Duplicated
22385,1,Unduplicated
22386,2,Duplicated
22389,1,Unduplicated
22390,1,Unduplicated
22391,1,Unduplicated
22393,1,Unduplicated
22394,1,Unduplicated
22395,1,Unduplicated
22396,1,Unduplicated
22398,1,Unduplicated
22399,1,Unduplicated
22400,1,Unduplicated
22402,1,Unduplicated
22403,1,Unduplicated
22405,2,Duplicated
22406,2,Duplicated
22407,2,Duplicated
22408,2,Duplicated
22409,2,Duplicated
22410,2,Duplicated
22411,1,Unduplicated
22412,1,Unduplicated
22413,1,Unduplicated
22414,2,Duplicated
22415,1,Unduplicated
22416,3,Duplicated
22417,1,Unduplicated
22418,2,Duplicated
22419,1,Unduplicated
22420,1,Unduplicated
22421,1,Unduplicated
22422,1,Unduplicated
22423,7,Duplicated
22424,1,Unduplicated
22425,2,Duplicated
22426,2,Duplicated
22427,2,Duplicated
22428,1,Unduplicated
22429,1,Unduplicated
22430,1,Unduplicated
22431,1,Unduplicated
22432,2,Duplicated
22433,3,Duplicated
22434,1,Unduplicated
22435,2,Duplicated
22436,1,Unduplicated
22437,1,Unduplicated
22438,1,Unduplicated
22439,1,Unduplicated
22440,1,Unduplicated
22441,1,Unduplicated
22442,1,Unduplicated
22443,1,Unduplicated
22444,1,Unduplicated
22445,2,Duplicated
22446,2,Duplicated
22447,2,Duplicated
22448,2,Duplicated
22449,3,Duplicated
22450,2,Duplicated
22451,2,Duplicated
22452,2,Duplicated
22453,2,Duplicated
22454,2,Duplicated
22456,1,Unduplicated
22457,1,Unduplicated
22458,2,Duplicated
22459,2,Duplicated
22460,1,Unduplicated
22461,1,Unduplicated
22464,1,Unduplicated
22465,1,Unduplicated
22466,2,Duplicated
22467,4,Duplicated
22468,1,Unduplicated
22469,2,Duplicated
22470,2,Duplicated
22471,1,Unduplicated
22472,2,Duplicated
22473,1,Unduplicated
22474,2,Duplicated
22475,1,Unduplicated
22476,1,Unduplicated
22477,1,Unduplicated
22478,1,Unduplicated
22479,1,Unduplicated
22480,1,Unduplicated
22481,2,Duplicated
22482,1,Unduplicated
22483,1,Unduplicated
22485,1,Unduplicated
22486,1,Unduplicated
22487,2,Duplicated
22488,1,Unduplicated
22489,1,Unduplicated
22491,1,Unduplicated
22492,2,Duplicated
22493,2,Duplicated
22494,1,Unduplicated
22495,1,Unduplicated
22496,1,Unduplicated
22497,1,Unduplicated
22498,1,Unduplicated
22499,2,Duplicated
22500,1,Unduplicated
22501,5,Duplicated
22502,5,Duplicated
22503,1,Unduplicated
22504,1,Unduplicated
22505,1,Unduplicated
22507,1,Unduplicated
22508,1,Unduplicated
22509,1,Unduplicated
22510,2,Duplicated
22511,2,Duplicated
22512,1,Unduplicated
22513,1,Unduplicated
22514,1,Unduplicated
22515,1,Unduplicated
22516,1,Unduplicated
22517,1,Unduplicated
22518,1,Unduplicated
22519,1,Unduplicated
22520,1,Unduplicated
22521,1,Unduplicated
22522,2,Duplicated
22523,2,Duplicated
22524,1,Unduplicated
22525,1,Unduplicated
22526,1,Unduplicated
22528,1,Unduplicated
22529,2,Duplicated
22530,2,Duplicated
22531,2,Duplicated
22532,2,Duplicated
22533,3,Duplicated
22534,2,Duplicated
22535,2,Duplicated
22536,3,Duplicated
22537,2,Duplicated
22538,1,Unduplicated
22539,1,Unduplicated
22540,1,Unduplicated
22541,1,Unduplicated
22543,1,Unduplicated
22544,1,Unduplicated
22545,2,Duplicated
22546,2,Duplicated
22547,1,Unduplicated
22548,2,Duplicated
22549,1,Unduplicated
22550,1,Unduplicated
22551,1,Unduplicated
22553,1,Unduplicated
22554,1,Unduplicated
22555,2,Duplicated
22556,1,Unduplicated
22557,1,Unduplicated
22558,2,Duplicated
22559,2,Duplicated
22560,1,Unduplicated
22561,1,Unduplicated
22562,1,Unduplicated
22563,1,Unduplicated
22564,1,Unduplicated
22565,2,Duplicated
22566,2,Duplicated
22567,1,Unduplicated
22568,2,Duplicated
22569,2,Duplicated
22570,2,Duplicated
22571,1,Unduplicated
22572,2,Duplicated
22573,1,Unduplicated
22574,1,Unduplicated
22575,2,Duplicated
22576,2,Duplicated
22577,3,Duplicated
22578,3,Duplicated
22579,3,Duplicated
22580,1,Unduplicated
22581,1,Unduplicated
22582,1,Unduplicated
22583,1,Unduplicated
22584,2,Duplicated
22585,1,Unduplicated
22586,2,Duplicated
22587,3,Duplicated
22588,2,Duplicated
22589,1,Unduplicated
22591,1,Unduplicated
22592,1,Unduplicated
22593,1,Unduplicated
22594,1,Unduplicated
22595,3,Duplicated
22596,1,Unduplicated
22597,2,Duplicated
22598,1,Unduplicated
22599,1,Unduplicated
22600,1,Unduplicated
22601,2,Duplicated
22602,2,Duplicated
22603,1,Unduplicated
22604,2,Duplicated
22605,1,Unduplicated
22606,2,Duplicated
22607,3,Duplicated
22608,1,Unduplicated
22609,1,Unduplicated
22610,1,Unduplicated
22611,1,Unduplicated
22612,1,Unduplicated
22613,1,Unduplicated
22614,1,Unduplicated
22615,1,Unduplicated
22616,1,Unduplicated
22617,2,Duplicated
22618,2,Duplicated
22619,2,Duplicated
22620,1,Unduplicated
22621,2,Duplicated
22622,1,Unduplicated
22623,1,Unduplicated
22624,1,Unduplicated
22625,1,Unduplicated
22626,1,Unduplicated
22627,1,Unduplicated
22628,1,Unduplicated
22629,1,Unduplicated
22630,1,Unduplicated
22631,2,Duplicated
22632,2,Duplicated
22633,1,Unduplicated
22634,1,Unduplicated
22635,1,Unduplicated
22636,1,Unduplicated
22637,2,Duplicated
22638,1,Unduplicated
22639,1,Unduplicated
22640,1,Unduplicated
22641,2,Duplicated
22642,1,Unduplicated
22643,1,Unduplicated
22644,1,Unduplicated
22645,2,Duplicated
22646,1,Unduplicated
22647,1,Unduplicated
22649,2,Duplicated
22650,1,Unduplicated
22651,1,Unduplicated
22652,2,Duplicated
22653,1,Unduplicated
22654,1,Unduplicated
22655,2,Duplicated
22656,1,Unduplicated
22657,1,Unduplicated
22659,2,Duplicated
22660,1,Unduplicated
22661,1,Unduplicated
22662,1,Unduplicated
22663,1,Unduplicated
22664,1,Unduplicated
22665,1,Unduplicated
22666,1,Unduplicated
22667,3,Duplicated
22668,1,Unduplicated
22669,1,Unduplicated
22670,1,Unduplicated
22671,1,Unduplicated
22672,1,Unduplicated
22673,1,Unduplicated
22674,1,Unduplicated
22675,1,Unduplicated
22676,2,Duplicated
22677,2,Duplicated
22678,2,Duplicated
22679,2,Duplicated
22680,2,Duplicated
22681,2,Duplicated
22682,2,Duplicated
22683,2,Duplicated
22684,2,Duplicated
22685,2,Duplicated
22686,2,Duplicated
22687,4,Duplicated
22688,1,Unduplicated
22689,3,Duplicated
22690,1,Unduplicated
22691,1,Unduplicated
22692,1,Unduplicated
22693,1,Unduplicated
22694,1,Unduplicated
22695,1,Unduplicated
22696,1,Unduplicated
22697,2,Duplicated
22698,2,Duplicated
22699,2,Duplicated
22700,2,Duplicated
22701,1,Unduplicated
22702,1,Unduplicated
22703,1,Unduplicated
22704,1,Unduplicated
22705,1,Unduplicated
22706,1,Unduplicated
22707,1,Unduplicated
22708,1,Unduplicated
22709,1,Unduplicated
22710,1,Unduplicated
22711,1,Unduplicated
22712,1,Unduplicated
22713,1,Unduplicated
22714,1,Unduplicated
22715,1,Unduplicated
22716,1,Unduplicated
22717,1,Unduplicated
22718,1,Unduplicated
22719,6,Duplicated
22720,1,Unduplicated
22721,1,Unduplicated
22722,1,Unduplicated
22723,1,Unduplicated
22725,1,Unduplicated
22726,1,Unduplicated
22727,1,Unduplicated
22728,1,Unduplicated
22729,1,Unduplicated
22730,1,Unduplicated
22731,2,Duplicated
22732,2,Duplicated
22733,2,Duplicated
22734,7,Duplicated
22735,1,Unduplicated
22736,2,Duplicated
22737,1,Unduplicated
22738,1,Unduplicated
22739,2,Duplicated
22740,5,Duplicated
22741,1,Unduplicated
22742,1,Unduplicated
22743,1,Unduplicated
22744,1,Unduplicated
22745,1,Unduplicated
22746,1,Unduplicated
22747,1,Unduplicated
22748,1,Unduplicated
22749,1,Unduplicated
22750,1,Unduplicated
22751,1,Unduplicated
22752,1,Unduplicated
22753,1,Unduplicated
22754,1,Unduplicated
22755,1,Unduplicated
22756,1,Unduplicated
22757,1,Unduplicated
22758,1,Unduplicated
22759,3,Duplicated
22760,1,Unduplicated
22761,1,Unduplicated
22762,1,Unduplicated
22763,1,Unduplicated
22764,1,Unduplicated
22765,1,Unduplicated
22766,1,Unduplicated
22767,1,Unduplicated
22768,1,Unduplicated
22769,1,Unduplicated
22770,1,Unduplicated
22771,2,Duplicated
22772,2,Duplicated
22773,2,Duplicated
22774,1,Unduplicated
22775,2,Duplicated
22776,3,Duplicated
22777,2,Duplicated
22778,3,Duplicated
22779,1,Unduplicated
22780,1,Unduplicated
22781,1,Unduplicated
22782,1,Unduplicated
22783,1,Unduplicated
22784,3,Duplicated
22785,4,Duplicated
22786,3,Duplicated
22788,1,Unduplicated
22789,1,Unduplicated
22790,1,Unduplicated
22791,1,Unduplicated
22792,2,Duplicated
22794,1,Unduplicated
22795,1,Unduplicated
22796,2,Duplicated
22797,2,Duplicated
22798,1,Unduplicated
22799,1,Unduplicated
22800,1,Unduplicated
22801,1,Unduplicated
22802,1,Unduplicated
22803,1,Unduplicated
22804,3,Duplicated
22805,1,Unduplicated
22806,1,Unduplicated
22807,1,Unduplicated
22808,1,Unduplicated
22809,1,Unduplicated
22810,2,Duplicated
22811,1,Unduplicated
22812,4,Duplicated
22813,2,Duplicated
22814,1,Unduplicated
22815,1,Unduplicated
22816,1,Unduplicated
22817,1,Unduplicated
22818,1,Unduplicated
22819,1,Unduplicated
22820,1,Unduplicated
22821,1,Unduplicated
22822,1,Unduplicated
22823,2,Duplicated
22824,1,Unduplicated
22825,1,Unduplicated
22826,1,Unduplicated
22827,2,Duplicated
22828,1,Unduplicated
22829,2,Duplicated
22830,1,Unduplicated
22831,1,Unduplicated
22832,2,Duplicated
22833,1,Unduplicated
22834,2,Duplicated
22835,1,Unduplicated
22837,4,Duplicated
22838,2,Duplicated
22839,2,Duplicated
22840,2,Duplicated
22841,2,Duplicated
22842,2,Duplicated
22843,2,Duplicated
22844,3,Duplicated
22845,3,Duplicated
22846,2,Duplicated
22847,2,Duplicated
22848,4,Duplicated
22849,2,Duplicated
22850,1,Unduplicated
22851,1,Unduplicated
22852,3,Duplicated
22853,3,Duplicated
22854,1,Unduplicated
22855,1,Unduplicated
22856,2,Duplicated
22857,2,Duplicated
22858,1,Unduplicated
22859,1,Unduplicated
22860,1,Unduplicated
22861,1,Unduplicated
22862,1,Unduplicated
22863,1,Unduplicated
22864,2,Duplicated
22865,1,Unduplicated
22866,1,Unduplicated
22867,1,Unduplicated
22868,2,Duplicated
22869,2,Duplicated
22870,2,Duplicated
22871,2,Duplicated
22872,2,Duplicated
22873,2,Duplicated
22874,2,Duplicated
22875,2,Duplicated
22876,2,Duplicated
22877,2,Duplicated
22878,2,Duplicated
22879,2,Duplicated
22880,2,Duplicated
22881,2,Duplicated
22882,2,Duplicated
22883,2,Duplicated
22884,2,Duplicated
22885,2,Duplicated
22886,2,Duplicated
22887,2,Duplicated
22888,1,Unduplicated
22889,2,Duplicated
22890,1,Unduplicated
22891,1,Unduplicated
22892,3,Duplicated
22893,1,Unduplicated
22894,1,Unduplicated
22895,1,Unduplicated
22896,2,Duplicated
22897,2,Duplicated
22898,2,Duplicated
22899,2,Duplicated
22900,2,Duplicated
22902,3,Duplicated
22903,2,Duplicated
22904,1,Unduplicated
22905,1,Unduplicated
22906,1,Unduplicated
22907,1,Unduplicated
22908,1,Unduplicated
22909,1,Unduplicated
22910,1,Unduplicated
22911,1,Unduplicated
22912,1,Unduplicated
22913,1,Unduplicated
22914,1,Unduplicated
22915,2,Duplicated
22916,1,Unduplicated
22917,1,Unduplicated
22918,1,Unduplicated
22919,1,Unduplicated
22920,1,Unduplicated
22921,1,Unduplicated
22922,2,Duplicated
22923,2,Duplicated
22924,2,Duplicated
22925,3,Duplicated
22926,1,Unduplicated
22927,4,Duplicated
22928,1,Unduplicated
22929,1,Unduplicated
22930,1,Unduplicated
22931,1,Unduplicated
22932,2,Duplicated
22933,1,Unduplicated
22934,1,Unduplicated
22935,1,Unduplicated
22936,1,Unduplicated
22937,3,Duplicated
22938,1,Unduplicated
22939,2,Duplicated
22940,1,Unduplicated
22941,1,Unduplicated
22942,1,Unduplicated
22943,2,Duplicated
22944,2,Duplicated
22945,2,Duplicated
22946,2,Duplicated
22947,1,Unduplicated
22948,2,Duplicated
22949,2,Duplicated
22950,3,Duplicated
22951,2,Duplicated
22952,3,Duplicated
22953,2,Duplicated
22954,2,Duplicated
22955,1,Unduplicated
22956,1,Unduplicated
22957,1,Unduplicated
22959,3,Duplicated
22960,2,Duplicated
22961,2,Duplicated
22962,2,Duplicated
22963,3,Duplicated
22964,1,Unduplicated
22965,2,Duplicated
22966,1,Unduplicated
22967,1,Unduplicated
22968,2,Duplicated
22969,1,Unduplicated
22970,1,Unduplicated
22971,1,Unduplicated
22972,2,Duplicated
22973,2,Duplicated
22974,1,Unduplicated
22975,1,Unduplicated
22976,1,Unduplicated
22977,1,Unduplicated
22978,1,Unduplicated
22979,1,Unduplicated
22980,1,Unduplicated
22981,1,Unduplicated
22982,1,Unduplicated
22983,2,Duplicated
22984,2,Duplicated
22985,2,Duplicated
22986,2,Duplicated
22987,2,Duplicated
22988,1,Unduplicated
22989,1,Unduplicated
22990,1,Unduplicated
22991,1,Unduplicated
22992,1,Unduplicated
22993,1,Unduplicated
22994,1,Unduplicated
22995,1,Unduplicated
22996,1,Unduplicated
22997,1,Unduplicated
22998,1,Unduplicated
22999,2,Duplicated
23000,1,Unduplicated
23001,1,Unduplicated
23002,1,Unduplicated
23003,2,Duplicated
23004,1,Unduplicated
23005,2,Duplicated
23006,1,Unduplicated
23007,1,Unduplicated
23008,1,Unduplicated
23009,1,Unduplicated
23010,1,Unduplicated
23012,1,Unduplicated
23013,1,Unduplicated
23014,1,Unduplicated
23015,2,Duplicated
23016,1,Unduplicated
23017,1,Unduplicated
23018,1,Unduplicated
23019,1,Unduplicated
23020,3,Duplicated
23021,1,Unduplicated
23022,1,Unduplicated
23023,1,Unduplicated
23024,1,Unduplicated
23025,1,Unduplicated
23026,1,Unduplicated
23027,1,Unduplicated
23028,2,Duplicated
23029,3,Duplicated
23031,2,Duplicated
23032,3,Duplicated
23033,1,Unduplicated
23034,1,Unduplicated
23035,3,Duplicated
23036,1,Unduplicated
23037,1,Unduplicated
23038,1,Unduplicated
23039,1,Unduplicated
23040,2,Duplicated
23041,2,Duplicated
23042,1,Unduplicated
23043,2,Duplicated
23044,2,Duplicated
23045,2,Duplicated
23046,1,Unduplicated
23047,2,Duplicated
23048,1,Unduplicated
23049,1,Unduplicated
23050,1,Unduplicated
23051,1,Unduplicated
23052,1,Unduplicated
23053,1,Unduplicated
23054,1,Unduplicated
23055,2,Duplicated
23056,3,Duplicated
23057,3,Duplicated
23058,1,Unduplicated
23059,1,Unduplicated
